"hotelNo","hotelName","address1","address2","postalCode","areaCode","areaName","","","","","","","","","","","","",""
200530,ベット３台【駅徒歩７分】３９ｍ２１ＬＤＫ【セルフチェックイン】／民泊,東京都,江戸川区東瑞江3-45-5,132-0014,I,上野・浅草・錦糸町・新小岩・北千住
201739,Ｋ　Ｖｉｌｌａｇｅ　Ｔｏｋｙｏ,東京都,葛飾区お花茶屋1-25-2-201,124-0003,I,上野・浅草・錦糸町・新小岩・北千住
201826,ブリス亀有,東京都,葛飾区亀有5-5-11,125-0061,I,上野・浅草・錦糸町・新小岩・北千住
201883,ＫＯＫＯ　ＨＯＴＥＬ　Ｒｅｓｉｄｅｎｃｅ　東京押上,東京都,墨田区押上1-40-11,131-0045,I,上野・浅草・錦糸町・新小岩・北千住
163253,ＨＯＴＥＬ　ＧＲＡＮＳＫＹ【大人専用１８禁・ハピホテ提携】,東京都,墨田区江東橋4-5-16,130-0022,I,上野・浅草・錦糸町・新小岩・北千住
163255,ＨＯＴＥＬ　ＬＯＨＡＳ【大人専用１８禁・ハピホテ提携】,東京都,墨田区江東橋4-7-11,130-0022,I,上野・浅草・錦糸町・新小岩・北千住
163284,ＨＯＴＥＬ５５５【大人専用１８禁・ハピホテ提携】,東京都,墨田区江東橋4-12-9,130-0022,I,上野・浅草・錦糸町・新小岩・北千住
163427,ＨＯＴＥＬ　ＥＸＥ【大人専用１８禁・ハピホテ提携】,東京都,台東区根岸1-7-2,110-0003,I,上野・浅草・錦糸町・新小岩・北千住
163474,ホテルパピオン【大人専用１８禁・ハピホテ提携】,東京都,荒川区西日暮里5-15-5,116-0013,I,上野・浅草・錦糸町・新小岩・北千住
201923,Ｍｉｎｎ奥浅草,東京都,台東区浅草3-34-11 懐石瓢庵,111-0032,I,上野・浅草・錦糸町・新小岩・北千住
1694,Ｈｏｔｅｌ　Ｒｅｓｉｄｅｎｃｅ　ｕｎｉｔｏ　ＫＩＫＵＫＡＷＡ,東京都,墨田区菊川2-3-8,130-0024,I,上野・浅草・錦糸町・新小岩・北千住
4809,ホテル東華,東京都,江戸川区平井3-11-8　TOKAビル,132-0035,I,上野・浅草・錦糸町・新小岩・北千住
9139,ビジネスホテル　トキワ,東京都,江東区森下3-7-2,135-0004,I,上野・浅草・錦糸町・新小岩・北千住
18311,ビジネスホテル　やなぎや＜東京都＞,東京都,台東区東上野2-19-4,110-0015,I,上野・浅草・錦糸町・新小岩・北千住
41398,ファミリー＆バックパック東京ホステル,東京都,台東区竜泉3-12-5,110-0012,I,上野・浅草・錦糸町・新小岩・北千住
62682,旅館　会津屋本店,東京都,台東区清川2-17-2,111-0022,I,上野・浅草・錦糸町・新小岩・北千住
136122,浅草ホテル旅籠,東京都,台東区駒形2-6-8,111-0043,I,上野・浅草・錦糸町・新小岩・北千住
151278,ｈａｎａｒｅ,東京都,台東区谷中3-10-25　HAGISO,110-0001,I,上野・浅草・錦糸町・新小岩・北千住
158884,浅草千束ハウス,東京都,台東区千束4-28-5,111-0031,I,上野・浅草・錦糸町・新小岩・北千住
178287,ＬＣＨＯＴＥＬ＆ＳＴＡＹ　２Ａ,東京都,葛飾区四つ木5-24-9,124-0011,I,上野・浅草・錦糸町・新小岩・北千住
178897,ＡＲＣＳＥＮＳ,東京都,墨田区石原1-13-4,130-0011,I,上野・浅草・錦糸町・新小岩・北千住
179870,東京ひかりゲストハウス,東京都,台東区蔵前2-1-29,111-0051,I,上野・浅草・錦糸町・新小岩・北千住
180381,ホステルイン東京蔵前,東京都,台東区蔵前3-19-10,111-0051,I,上野・浅草・錦糸町・新小岩・北千住
181354,ＨＡＲＭＯＮＩＡ　東京堀切,東京都,葛飾区堀切4-9-4　ほりぐちビル,124-0006,I,上野・浅草・錦糸町・新小岩・北千住
184409,準備中,東京都,台東区,111-0032,I,上野・浅草・錦糸町・新小岩・北千住
196401,ＱｉＱｉ　ｈｏｕｓｅ　Ｅｌｅｇａｎｃｅ,東京都,墨田区八広4-21-8,131-0041,I,上野・浅草・錦糸町・新小岩・北千住
196702,Ｔｏｋｙｏ　Ｓｕｍｉｄａ　ｋａｎｅｇａｆｕｃｈｉ　Ｍｏｍｅｎｔ　Ｖｉｌｌａ,東京都,墨田区墨田2-13-5,131-0031,I,上野・浅草・錦糸町・新小岩・北千住
201827,ｉｌｌｉ　Ｓｅｎ　Ｏｓｈｉａｇｅ,東京都,墨田区業平1-21-10 JU SKY CRYSTAL押上 3-8F,130-0002,I,上野・浅草・錦糸町・新小岩・北千住
163216,ＨＯＴＥＬ　ＳＣＨＡＬＬ【大人専用１８禁・ハピホテ提携】,東京都,台東区根岸1-3-9,110-0003,I,上野・浅草・錦糸町・新小岩・北千住
163232,ホテル　ＣＯＬＯＲＥ【大人専用１８禁・ハピホテ提携】,東京都,墨田区江東橋4-8-6,130-0022,I,上野・浅草・錦糸町・新小岩・北千住
163266,ＡＳＩＡＮ　ＲＥＳＯＲＴ　ＨＯＴＥＬ　ＶＯＧＵＥ【大人専用１８禁・ハピホテ提携】,東京都,足立区鹿浜2-15-20,123-0864,I,上野・浅草・錦糸町・新小岩・北千住
163340,ホテルＫＡＨＮＩ【大人専用１８禁・ハピホテ提携】,東京都,台東区根岸2-14-7,110-0003,I,上野・浅草・錦糸町・新小岩・北千住
163424,ホテル　ニューシーズ鶯谷【大人専用１８禁・ハピホテ提携】,東京都,台東区根岸2-4-12,110-0003,I,上野・浅草・錦糸町・新小岩・北千住
163446,ホテルカリフォルニア雷門【大人専用１８禁・ハピホテ提携】,東京都,台東区雷門2-13-9,111-0034,I,上野・浅草・錦糸町・新小岩・北千住
163447,ホテル　ヴォーグ【大人専用１８禁・ハピホテ提携】,東京都,台東区根岸2-13-4,110-0003,I,上野・浅草・錦糸町・新小岩・北千住
111-0053","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"29183","ホテル　ニューパーク","東京都","台東区東上野2-19-5","110-0015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"137085","ＴＨＥ　ＧＡＴＥ　ＨＯＴＥＬ（ザ・ゲートホテル）　雷門　ｂｙ　ＨＵＬＩＣ","東京都","台東区雷門2-16-11","111-0034","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"1031","パールホテル両国","東京都","墨田区横網1-2-24","130-0015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"16330","ホテルマイステイズ亀戸","東京都","江東区亀戸6-32-1","136-0071","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"4977","ホテル　丸谷","東京都","台東区上野6-7-6","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"166056","ホテルルートインＧｒａｎｄ東京浅草橋","東京都","台東区浅草橋2-29-14","111-0053","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"178936","Ｓｍａｒｔ　Ｓｔａｙ　ＳＨＩＺＵＫＵ　上野駅前","東京都","台東区上野2-13-11","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"67423","ホテル　アクセラ","東京都","台東区日本提1-40-12","111-0021","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"106147","スーパーホテル上野・御徒町","東京都","台東区上野5-23-12","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"5071","アパホテル〈東京大島〉","東京都","江東区大島1-8-7","136-0072","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"1583","両国リバーホテル","東京都","墨田区両国2-13-8","130-0026","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"151189","アパホテル〈京成上野駅前〉","東京都","台東区上野2-14-26","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"187462","天然温泉　凌天の湯　御宿　野乃浅草別邸（ドーミーイン・御宿野乃　ホテルズグループ）","東京都","台東区浅草2-7-26","111-0032","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"183014","京成リッチモンドホテル東京錦糸町","東京都","墨田区江東橋3-2-7","130-0022","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"165754","変なホテル東京　浅草橋","東京都","台東区浅草橋1-10-5","111-0053","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"151067","アパホテル〈上野駅北〉","東京都","台東区上野7-12-11","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"184763","アパホテル〈浅草　蔵前北〉","東京都","台東区駒形2-4-10","111-0043","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"149093","くれたけイン東京船堀","東京都","江戸川区船堀1-7-19","134-0091","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"819","展望大浴場あさひ湯　ドーミーインＥＸＰＲＥＳＳ浅草（ドーミーイン・御宿野乃　ホテルズグループ）","東京都","台東区花川戸1-3-4","111-0033","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"167943","アパホテル〈浅草駅前〉","東京都","台東区駒形1-12-16","111-0043","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"40799","ホテル　ニューウエノ","東京都","台東区上野7-2-5","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"107870","三井ガーデンホテル上野","東京都","台東区　東上野3-19-7","110-0015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"177547","プロスタイル旅館　東京浅草","東京都","台東区花川戸2-12-11","111-0033","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"1127","ホテル　セレッソ","東京都","台東区根岸2-6-1","110-0003","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"68219","サウナ＆カプセルホテル　北欧","東京都","台東区上野7-2-16","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"1452","浅草橋ビジネスホテル","東京都","台東区浅草橋1-11-9","111-0053","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"162742","上野アーバンホテル","東京都","台東区上野7-8-21","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"15431","スカイハートホテル京成小岩駅前","東京都","江戸川区北小岩6-11-4","133-0051","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"193411","ザ・ワンファイブ東京亀戸","東京都","江東区亀戸2-27-12","136-0071","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"147970","アパホテル〈浅草橋駅北〉","東京都","台東区浅草橋3-1-10","111-0053","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"184098","アパホテル〈浅草　新御徒町駅前〉","東京都","台東区元浅草1-6-11","111-0041","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"151138","グランカスタマ上野店","東京都","台東区上野6-8-20","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"70768","ホテルサンルート浅草","東京都","台東区雷門1-8-5","111-0034","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"5891","アートホテル日暮里　ラングウッド","東京都","荒川区東日暮里5-50-5","116-0014","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"181173","ＴＨＥ　ＧＡＴＥ　ＨＯＴＥＬ（ザ・ゲートホテル）　両国　ｂｙ　ＨＵＬＩＣ","東京都","墨田区横網1-2-13","130-0015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"70688","ホテル　ラ　フィレンツェ","東京都","足立区西保木間4-14-22","121-0812","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"164549","アパホテル〈浅草　雷門〉","東京都","台東区雷門2-14-1","111-0034","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"7810","センチュリオンホテル上野","東京都","台東区上野2-3-4","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"67299","ホテル丸忠　ＣＬＡＳＳＩＣＯ","東京都","台東区清川2-37-7","111-0022","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"168315","イチホテル浅草橋","東京都","台東区浅草橋1-26-6","111-0053","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"137441","サウナセンター　稲荷町","東京都","台東区東上野6-2-8","1100015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"147711","徒士の湯　ドーミーイン上野・御徒町（ドーミーイン・御宿野乃　ホテルズグループ）","東京都","台東区上野6-7-22","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"41615","つるや旅館＜東京都＞","東京都","墨田区吾妻橋2-18-2","130-0001","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"78114","上野ステーションホステル　オリエンタル　１","東京都","台東区上野6-9-9","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"54521","サウナ＆カプセル　ニューウイング","東京都","墨田区江東橋2-6-11","130-0022","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"107894","Ｔａｂｉｓｔ　ホテルマーキュリー　浅草橋","東京都","台東区浅草橋2-1-9","111-0053","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"182421","トーセイホテルココネ浅草","東京都","台東区浅草三丁目26番10号","111-0032","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"179670","カプセルホテル　サウナセンター","東京都","台東区下谷2-4-7","110-0004","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"173020","変なホテルプレミア東京　浅草田原町","東京都","台東区寿３丁目１９－８","111-0042","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"104823","ＴＨＥ　ＮＥＬＬ　ＵＥＮＯ　ＯＫＡＣＨＩＭＡＣＨＩ","東京都","台東区東上野2-15-9","110-0015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"842","両国ビューホテル","東京都","墨田区両国2-19-1","130-0026","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"67236","ハセベ町屋イン","東京都","荒川区町屋1-3-8","116-0001","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"43759","ホテル　ヒカリ","東京都","台東区清川2-39-3","111-0022","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"171906","ホテルトレンド浅草田原町","東京都","台東区寿1-18-3","111-0042","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"197396","東横ＩＮＮ三ノ輪駅（２０２５年１１月１０日オープン）","東京都","台東区竜泉2-18-5","110-0012","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"80891","カプセルイン錦糸町","東京都","墨田区錦糸2-6-3","130-0013","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"76363","上野ステーションホステル　オリエンタル　２","東京都","台東区上野6-9-7","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"78182","サイプレスイン東京","東京都","葛飾区西新小岩1-2-5","124-0025","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"167899","ホテルツーリストイン上野御徒町","東京都","台東区三筋2-20-4","111-0055","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"28560","ホテルマイステイズ日暮里","東京都","荒川区東日暮里5-43-7","116-0014","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"129490","ホテルサンルート“ステラ”上野","東京都","台東区上野7-7-1","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"171999","アパホテル〈上野　稲荷町駅北〉","東京都","台東区東上野5-10-8","110-0015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"180540","ＨＯＴＥＬ　ＴＡＢＡＲＤ　ＴＯＫＹＯ","東京都","墨田区江東橋4-14-5","130-0022","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"182672","ネストホテルオルト蔵前駅前","東京都","台東区蔵前3丁目1-1","111-0051","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"171907","ホテルトレンド東武浅草駅北","東京都","台東区花川戸1-15-4","111-0033","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"38608","ホテル丸忠　ＣＥＮＴＲＯ（チェントロ）　（旧：ホテル丸忠）","東京都","荒川区南千住3-2-13","116-0003","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"147625","スパ＆カプセルホテル　グランパーク・イン北千住","東京都","足立区千住仲町40-9","120-0036","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"2465","ビジネスホテル　サンパレス＜東京都＞","東京都","荒川区南千住2-32-3","116-0003","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"178476","ＫＡＩＫＡ　ＴＯＫＹＯ　ｂｙ　ＴＨＥ　ＳＨＡＲＥ　ＨＯＴＥＬＳ","東京都","墨田区本所2-16-5","130-0004","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"184277","アパホテル〈浅草　蔵前駅前〉","東京都","台東区蔵前2-4-4","111-0051","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"177986","浅草ビューホテル　アネックス　六区","東京都","台東区浅草2丁目９番10号","111-0032","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"5627","ホテルマイステイズ上野イースト","東京都","台東区東上野5-5-6","110-0015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"80713","ホテルマイステイズ浅草橋","東京都","台東区浅草橋1-5-5　","111-0053","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"9108","ホテル　エドアイト","東京都","江東区森下3-5-23","135-0004","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"183041","アパホテル〈浅草　雷門南〉","東京都","台東区雷門2-9-1","111-0034","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"167665","ベストウェスタンホテルフィーノ東京秋葉原","東京都","台東区上野5-1-6","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"178930","ホテルリソル上野","東京都","台東区上野7-2-9","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"162901","センチュリオンホテル＆スパ上野駅前","東京都","台東区上野6-8-16","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"198427","Ｌｕｍｉ　Ｈｏｔｅｌ　Ｔｏｋｙｏ　Ｓｈｉｎｋｏｉｗａ","東京都","葛飾区新小岩1-28-7","124-0024","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"168247","ｈｏｔｅｌ　ｎｅｏｒｏｕｇｅ（ホテル　ネオルージュ）","東京都","台東区千束4-23-4","111-0031","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"145411","１泊１９８０円ホテルＴｏｋｙｏ","東京都","台東区下谷3-10-10","110-0004","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"141929","ＨＯＴＥＬ　ＧＲＡＰＨＹ　ＮＥＺＵ（ホテルグラフィー根津）","東京都","台東区池之端4-5-10","110-0008","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"29338","エコノミーホテルほていや","東京都","台東区日本堤1-23-9 吉野通り前","111-0021","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"187618","＆Ｈｅｒｅ　ＴＯＫＹＯ　ＵＥＮＯ","東京都","台東区上野2-11-18","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"164762","ＳＡＫＵＲＡ　ＳＫＹ　ＨＯＴＥＬ（桜スカイホテル）","東京都","墨田区江東橋4-9-3","130-0022","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"164721","ＫＯＫＯ　ＨＯＴＥＬ　上野駅前","東京都","台東区東上野2-18-4","110-0015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"137984","アゴーラプレイス　東京浅草","東京都","台東区寿2-2-9","111-0042","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"182345","上野アーバンホテルアネックス","東京都","台東区上野7-8-19","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"136139","リッチモンドホテル浅草","東京都","台東区浅草2丁目7番１０号","111-0032","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"178223","Ｔａｂｉｓｔ　東京シティビューホテル","東京都","北区田端1-24-22","114-0014","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"149438","東京ツーリストイン","東京都","台東区根岸2-14-10","110-0003","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"182336","ＴＨＥ　ＫＡＮＺＡＳＨＩ　ＴＯＫＹＯ　ＡＳＡＫＵＳＡ（ザ　カンザシ　東京　浅草）","東京都","台東区浅草2-27-10","111-0032","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"29159","ホテル　アカイ","東京都","葛飾区青戸3-41-13","125-0062","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"25835","ホテル　パークアベニュー＜東京都＞","東京都","墨田区錦糸4-16-11","130-0013","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"177706","ｈｏｔｅｌ　ＭＯＮｄａｙ　秋葉原浅草橋","東京都","台東区浅草橋2-29-12","111-0053","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"75300","カプセルホテル　レインボー総武線・葛飾区・新小岩店","東京都","葛飾区新小岩1-49-1","124-0024","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"826","浅草橋ベルモントホテル","東京都","台東区柳橋1-2-8","111-0052","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"184911","ベッセルイン浅草　つくばエクスプレス（上野・浅草・雷門・スカイツリー）","東京都","台東区千束1-15-1","111-0031","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"15314","ベッセルイン上野入谷駅前（上野・入谷・鶯谷）","東京都","台東区入谷1-25-6","110-0013","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"28894","ホテルマイステイズ上野入谷口","東京都","台東区東上野5-5-13","110-0015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"153681","ホテルトレンド浅草","東京都","台東区浅草1-12-9","111-0032","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"136277","東横ＩＮＮアキバ浅草橋駅東口","東京都","台東区柳橋2-14-4","111-0052","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"177707","ｈｏｔｅｌ　ＭＯＮｄａｙ　浅草","東京都","台東区浅草2-26-7","111-0032","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"172477","ホテルリブマックス東京綾瀬駅前","東京都","足立区綾瀬3-16-1","120-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"166527","ホテルグレイスリー浅草","東京都","台東区雷門2-10-2","111-0034","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"177708","ｈｏｔｅｌ　ＭＯＮｄａｙ　Ｐｒｅｍｉｕｍ　上野御徒町","東京都","台東区台東3-41-7","110-0016","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"145045","Ｔａｂｉｓｔ　アーバンステイズ浅草","東京都","墨田区吾妻橋１－８－９","1300001","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"170213","Ｒａｋｕｔｅｎ　ＳＴＡＹ　東京浅草","東京都","墨田区吾妻橋2-16-6","130-0001","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"111251","ホテル観月荘　上野","東京都","台東区上野2-14-28","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"166275","ホテルトレンド浅草ＡＮＮＥＸ","東京都","台東区浅草1-12-7","111-0032","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"177072","ホテルブリリオ浅草橋","東京都","台東区柳橋2-16-16","111-0052","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"28096","ホテルマイステイズ浅草","東京都","墨田区本所1-21-11","130-0004","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"163073","相鉄フレッサイン　上野御徒町","東京都","台東区上野1-20-8","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"18248","ビジネスホテル福千","東京都","荒川区南千住5-33-19","116-0003","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"15007","ホテル柳橋","東京都","台東区柳橋1-3-12","111-0052","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"52125","サウナ&カプセルホテルニュー小岩３１０","東京都","江戸川区西小岩1-19-24","133-0057","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"80757","住友不動産ホテル　ヴィラフォンテーヌ東京上野御徒町","東京都","台東区小島2-4-4","111-0056","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"4958","ビジネスホテル矢野","東京都","江東区森下3-7-7","135-0004","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"172209","Ｈｏｔｅｌ　Ｃｏｍｆａｃｔ","東京都","台東区下谷1-3-11","110-0004","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"162860","ＯＮＥ＠Ｔｏｋｙｏ　ｂｙ　ｉｎｓｏｍｎｉａ","東京都","墨田区押上1-19-3","131-0045","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"173211","東京ＳＡ旅館","東京都","台東区清川2-15-11","111-0022","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"151373","ＭｙＣＵＢＥ　ｂｙ　ＭＹＳＴＡＹＳ浅草蔵前（マイキューブバイマイステイズ）","東京都","台東区蔵前2-6-7","111-0051","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"179075","浅草東武ホテル","東京都","台東区浅草1-1-15","111-0032","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"166409","ＨＯＴＥＬ　ＥＭＩＴ　ＵＥＮＯ（ホテルエミット上野）","東京都","台東区東上野4-1-1","110-0015","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"179102","トーセイホテルココネ上野御徒町","東京都","台東区上野3-23-9","110-0005","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"192794","カプセルホテル鈴森屋","東京都","墨田区江東橋4-6-5","130-0022","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
"1462","リフレフォーラム","東京都","江東区大島7-37","1360072","I","上野・浅草・錦糸町・新小岩・北千住","","","","","","","","","","","","",""
